titulo,url,resumen
,https://www.portafolio.co//opinion/hernan-avendano-cruz/ee-uu-victima-de-la-globalizacion-627742,"El artÃ­culo analiza la visiÃ³n de Peter Navarro, arquitecto de la visiÃ³n comercial de Donald Trump, sobre el sistema globalizado que estÃ¡ trabajando en contra de EE. UU. Sin embargo, la realidad es diferente a lo que se muestra en la visiÃ³n de Navarro. En lugar de estar en desventaja, EE. UU. tiene un superÃ¡vit en servicios e ingresos de capital extranjero que prÃ¡cticamente compensa su dificultad comercial en bienes. AdemÃ¡s, el empleo en servicios ha crecido en 64 millones de personas y el nÃºmero de profesionales, cientÃ­ficos y tÃ©cnicos ha aumentado en 6,3 millones desde 1990. Finalmente, la base de los aranceles populistas es solo una mitad verdad."
,https://www.portafolio.co//opinion/otros-columnistas-1/el-dia-d-impacto-de-los-aranceles-de-ee-uu-627741,"El aumento de los aranceles por parte de EE. UU. el 2 de abril de 2025 es un hito en la historia del comercio internacional. El dificultad comercial de EE. UU. en 2024 fue de US$1,2 trillones, el mayor del mundo, y se debe a varios factores, incluyendo el valor del dÃ³lar y la balanza de pagos. Para el gobierno Trump, la causa del dificit comercial es que los productos extranjeros entran mÃ¡s fÃ¡cilmente a EE. UU. que los productos americanos al extranjero, lo que significa un robo a EE. UU. El gobierno ha implementado aranceles recÃ­procos para equilibrar las barreras al comercio y reequilibrar la balanza de pagos. Este cambio puede tener un impacto inmediato en los precios, la tasa de interÃ©s y el valor del dÃ³lar."
,https://www.portafolio.co//economia/no-es-el-cafe-se-hace-en-colombia-y-es-demandado-en-todo-el-mundo-por-su-sabor-627780,Resumen no disponible.
,https://www.portafolio.co//economia/ni-la-de-brasil-ni-la-de-mexico-esta-es-la-moneda-mas-fuerte-de-latinoamerica-627758,"La moneda mÃ¡s fuerte de AmÃ©rica Latina es el Sol Peruano, segÃºn un estudio del Banco Central de Reserva de PerÃº. La estabilidad de la moneda se debe a varios factores, como los sÃ³lidos fundamentos macroeconÃ³micos, la credibilidad del banco central y su polÃ­tica monetaria, alto nivel de reservas internacionales y una balanza comercial superavitaria. En 2024, el Sol Peruano solo perdiÃ³ un 1,5% de su valor frente al dÃ³lar estadounidense, mientras que otras monedas de la regiÃ³n sufrieron devaluaciones mÃ¡s pronunciadas. En cuanto a la moneda mÃ¡s valiosa del mundo, en 2024 el dinar kuwaitÃ­ (KWD) es la mÃ¡s valiosa con una tasa de cambio de aproximadamente $3,24 por cada KWD, debido a su economÃ­a petrolera y polÃ­tica monetaria que le permite mantener un tipo de cambio estable. Sin embargo, ahorrar en euros tambiÃ©n puede ser una estrategia inteligente si se busca estabilidad y protecciÃ³n frente a la inflaciÃ³n, ya que es una divisa fuerte y ampliamente aceptada."
,https://www.portafolio.co//tendencias/sociales/prostata-senales-a-las-que-debe-pararles-bolas-para-evitar-sustos-627713,"La prstata es una glndula importante en el sistema reproductor masculino que produce, transporta y expulsa el lquido seminal, AdemÃ¡s, es un controlador de la excrecin. Aunque es importante para la salud sexual y reproductiva, muchas personas suelen prestarle poca atenciÃ³n hasta que comienza a presentar problemas. Algunos sntomas que pueden indicar problemas de prstata incluyen cambios en los patrones urinarios, necesidad frecuente al orinar, dolor o ardor en la zona pvlica, sangre en la orina o el semen y dolor inexplicable en los huesos. Es importante prestar atenciedad a estos sntomas para detectar a tiempo cualquier problema de prstata y evitar complications mÃ¡s graves."
,https://www.portafolio.co//economia/finanzas/los-paises-con-mas-y-menos-libertad-economica-en-que-lado-de-la-balanza-esta-colombia-627555,Resumen no disponible.
,https://www.portafolio.co//mis-finanzas/vivienda/subsidios-de-vivienda-cuales-son-los-activos-este-ano-y-como-postularse-627828,"* Close to 40% of Colombian households already have their own home, according to recent figures. Of this number, 35.4% have already paid for it, while 4.1% are still in the process of paying.
* Despite many people's aspiration to own their own home, the increase in the real estate market has made it difficult for them to achieve this goal.
* Subsidies for housing are presented as a solution, allowing thousands of people throughout the country to take the step of owning their home with a more manageable investment.
* This year, subsidies will be available for:
	+ Households with income up to 2 minimum monthly salaries (SMMLV): can receive up to 30 minimum monthly salaries, equivalent to $42'705'000. This support is aimed at low-income families who want to acquire their first home or improve the one they already have.
	+ Households with income between 2 and 4 SMMLV: can receive up to 20 minimum monthly salaries, equivalent to $28'470'000. This support is ideal for those with medium-level incomes but still need economic support to achieve their housing goal.
* Requirements:
	+ Be affiliated with a compensation savings account.
	+ Have family income that does not exceed 4 minimum monthly salaries.
	+ Not be homeowners in the national territory.
	+ Not have received subsidies for housing before.
	+ Be in the process of buying, building or improving a social interest dwelling (VIS).
* Step-by-step guide to applying for the subsidy:
	1. Submit the application to the corresponding compensation savings account office, including all required documents.
	2. Review the requirements and availability of resources by the savings account office.
	3. Once approved, the subsidy is assigned, which can be used for home purchase, construction or improvement of a VIS dwelling."
,https://www.portafolio.co//negocios/industrias/oro-plata-y-cobre-por-que-estos-metales-serian-los-ganadores-de-los-arancales-de-trump-627545,"La administraciÃ³n de Donald Trump ha impuesto aranceles recÃ³nditas a diferentes paÃ­ses del mundo, incluyendo un arancel universal base del 10%. Esto ha generado incertidumbre y inflaciï¿½n en la economÃ­a global, lo que ha llevado a algunos inversionistas a recurrir a activos refugio como el oro, la plata y el cobre. Estos metales han sido beneficiados por la situaciÃ³n comercial y han reportado un mejor comportamiento, alcanzando nuevos mï¿½ximos histÃ³ricos. La debilidad del dÃ³lar frente a otras divisas tambiÃ©n ha impulsado la demanda de estos metales."
,https://www.portafolio.co//mis-finanzas/jubilacion/cuales-son-las-pensiones-que-existen-en-colombia-627805,Resumen no disponible.
,https://www.portafolio.co//contenido-patrocinado/inser-medellin-primer-centro-ambulatorio-acreditado-por-jci-627274,"Inser MedellÃ­n has obtained the Gold Seal of Approval from Joint Commission International for its ambulatory care service, demonstrating continuous compliance with internationally recognized standards. The Golden Seal represents the organization's commitment to providing safe and effective care to patients.

The evaluation was held from February 18 to 21 this year, during which an expert team from Joint Commission International verified the standards of ambulatory care in various areas, including patient safety, evaluation and treatment, anesthesia and surgical care, medication management, patient education, and more.

Joint Commission International's accreditation provides organizations with processes to improve quality in various areas, from staff education to implementing best practices in ambulatory care. According to Andrew Rosen, Joint Commission International's vice president, ""We congratulate Inser for its commitment to improving quality and obtaining the Golden Seal of Approval, a universally recognized symbol of quality and patient safety.""

Director of Medical Organization Fidel Cano expressed the company's pride in receiving the accreditation, highlighting the importance of continuous improvement and collaboration among all staff to provide better care for patients.

The following doctors were involved in the preparation process: Walter Osorio, Susana Salazar, Juan Luis Giraldo, Fidel Cano, Natalia Posada, Sergio Tamayo, and Inser's management team. The company's infrastructure, human resources, and technological capabilities were also fundamental in achieving this Golden Seal.

This achievement reinforces Inser MedellÃ­n's reputation for knowledge and experience, as well as its commitment to continuous improvement. The organization will continue to work towards improving quality and implementing best practices in safety and patient care."
